symbol	function description	source	confidence code	Previous.Symbols	Synonyms
CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	v4 only	CC:3		HP1Hs-beta, M31, MOD1, CBX, HP1-BETA
CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)	v4 only	CC:3	CDCA6	MGC10561
CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	v4 only	CC:3		HP1Hs-gamma
CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	v4 only	CC:3		hPC2, PC2, NBP16
CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	v4 only	CC:3		HP1Hs-alpha, HP1, HP1-ALPHA
CBX6	chromobox homolog 6	v4 only	CC:3		
CBX7	chromobox homolog 7	v4 only	CC:3		
CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	v4 only	CC:3		RC1, HPC3, PC3
CCDC102B	coiled-coil domain containing 102B	v4 only	CC:3	C18orf14, ACY1L	FLJ23594, HsT1731, AN
CCNE1	cyclin E1	v4 only	CC:3	CCNE	
CCR4	chemokine (C-C motif) receptor 4	v4 only	CC:3		CC-CKR-4, CMKBR4, CKR4, k5-5, ChemR13, CD194
CCT4	chaperonin containing TCP1, subunit 4 (delta)	v4 only	CC:3		Cctd
CD80	CD80 molecule	v4 only	CC:3	CD28LG, CD28LG1	B7.1, B7-1
CD86	CD86 molecule	v4 only	CC:3	CD28LG2	B7.2, B7-2
CDH1	cadherin 1, type 1, E-cadherin (epithelial)	v4 only	CC:3	UVO	uvomorulin, CD324
CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	v4 only	CC:3		
CDK7	cyclin-dependent kinase 7	v4 only	CC:3		CAK1, CDKN7, MO15, STK1, CAK
CDK8	cyclin-dependent kinase 8	v4 only	CC:3		K35
CDR2	cerebellar degeneration-related protein 2, 62kDa	v4 only	CC:3		CDR62, Yo
CDR2L	cerebellar degeneration-related protein 2-like	v4 only	CC:3		HUMPPA
CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta	v4 only	CC:3		CBF2, CTF2
CECR6	cat eye syndrome chromosome region, candidate 6	v4 only	CC:3		
CEP110	centrosomal protein 110kDa	v4 only	CC:3	NA	NA
CEP290	centrosomal protein 290kDa	v4 only	CC:3		KIAA0373, FLJ13615, 3H11Ag, rd16, NPHP6, JBTS5, SLSN6, LCA10, MKS4, BBS14, CT87, POC3
CHD1	chromodomain helicase DNA binding protein 1	v4 only	CC:3		
CHD2	chromodomain helicase DNA binding protein 2	v4 only	CC:3		FLJ38614, DKFZp547I1315, DKFZp781D1727, DKFZp686E01200
CHD4	chromodomain helicase DNA binding protein 4	v4 only	CC:3		Mi-2b, Mi2-BETA
CHD5	Coronary heart disease, susceptibility to, 5	v4 only	CC:3		
CHD5	chromodomain helicase DNA binding protein 5	v4 only	CC:3		
CHD6	chromodomain helicase DNA binding protein 6	v4 only	CC:3		KIAA1335, FLJ22369, dJ620E11.1, CHD5, RIGB
CHURC1	churchill domain containing 1	v4 only	CC:3	C14orf52	My015, FLJ33064
CIC	capicua homolog (Drosophila)	v4 only	CC:3		KIAA0306
CIZ1	CDKN1A interacting zinc finger protein 1	v4 only	CC:3		LSFR1, ZNF356
CNOT2	CCR4-NOT transcription complex, subunit 2	v4 only	CC:3	NOT2	CDC36, NOT2H
CNOT3	CCR4-NOT transcription complex, subunit 3	v4 only	CC:3	NOT3	NOT3H, KIAA0691, LENG2
CNOT4	CCR4-NOT transcription complex, subunit 4	v4 only	CC:3	NOT4	CLONE243, NOT4H
COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	v4 only	CC:3		EAD
COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)	v4 only	CC:3		TRIP15, ALIEN, CSN2
COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	v4 only	CC:3		JAB1, SGN5, MOV-34, CSN5
CORO1A	coronin, actin binding protein, 1A	v4 only	CC:3		HCORO1, p57, coronin-1
CRIP1	cysteine-rich protein 1 (intestinal)	v4 only	CC:3		CRIP
CRIP2	cysteine-rich protein 2	v4 only	CC:3		CRP2, ESP1
CROCC	ciliary rootlet coiled-coil, rootletin	v4 only	CC:3		rootletin, ROLT
CSRP1	cysteine and glycine-rich protein 1	v4 only	CC:3	CYRP	CSRP, D1S181E
CSRP2	cysteine and glycine-rich protein 2	v4 only	CC:3		SmLIM, CRP2, LMO5
CSRP3	cysteine and glycine-rich protein 3 (cardiac LIM protein)	v4 only	CC:3		CLP, MLP, CMD1M
CTCFL	CCCTC-binding factor (zinc finger protein)-like	v4 only	CC:3		dJ579F20.2, BORIS, CT27
CXXC1	CXXC finger 1 (PHD domain)	v4 only	CC:3		HsT2645, PCCX1, hCGBP, PHF18, CGBP, SPP1, CFP1, ZCGPC1
DAXX	death-domain associated protein	v4 only	CC:3		DAP6
DCP1A	DCP1 decapping enzyme homolog A (S. cerevisiae)	v4 only	CC:3		HSA275986, SMIF, SMAD4IP1
DDX20	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	v4 only	CC:3		DP103, GEMIN3
DDX54	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54	v4 only	CC:3		MGC2835, APR-5, DP97
DEK	DEK oncogene	v4 only	CC:3		D6S231E
DENND4A	DENN/MADD domain containing 4A	v4 only	CC:3	MYCPBP	IRLB
DEPDC7	DEP domain containing 7	v4 only	CC:3		
DGCR6L	DiGeorge syndrome critical region gene 6-like	v4 only	CC:3		FLJ10666
DIDO1	death inducer-obliterator 1	v4 only	CC:3	C20orf158, DATF1	DIO1, dJ885L7.8, FLJ11265, KIAA0333, DIO-1, BYE1
DIP	interstitial pneumonitis, desquamative, familial	v4 only	CC:3	NA	NA
DMAP1	DNA methyltransferase 1 associated protein 1	v4 only	CC:3		DNMAP1, FLJ11543, KIAA1425, DNMTAP1, EAF2, MEAF2, SWC4
DMP1	dentin matrix acidic phosphoprotein 1	v4 only	CC:3		
DMRTC1	DMRT-like family C1	v4 only	CC:3		
DNAJB6	DnaJ (Hsp40) homolog, subfamily B, member 6	v4 only	CC:3		MRJ
DNM2	dynamin 2	v4 only	CC:3		DYNII, DYN2, CMTDIB, CMTDI1, DI-CMTB
DNMT1	DNA (cytosine-5-)-methyltransferase 1	v4 only	CC:3	DNMT	MCMT, CXXC9
DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	v4 only	CC:3		MGC1090
DPF1	D4, zinc and double PHD fingers family 1	v4 only	CC:3		neuro-d4, NEUD4, BAF45b
DPF2	D4, zinc and double PHD fingers family 2	v4 only	CC:3	REQ	ubi-d4
DPF3	D4, zinc and double PHD fingers, family 3	v4 only	CC:3		cer-d4, Cerd4, FLJ14079
DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	v4 only	CC:3		NC2, NC2-BETA
DTX2	deltex homolog 2 (Drosophila)	v4 only	CC:3		RNF58
DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	v4 only	CC:3		MIRK
ECD	ecdysoneless homolog (Drosophila)	v4 only	CC:3		hSGT1, GCR2
EED	embryonic ectoderm development	v4 only	CC:3		WAIT-1, HEED
EGLN1	egl nine homolog 1 (C. elegans)	v4 only	CC:3	C1orf12	SM-20, PHD2, ZMYND6, HIFPH2
EGLN2	egl nine homolog 2 (C. elegans)	v4 only	CC:3		PHD1, HIFPH1
ELAC1	elaC homolog 1 (E. coli)	v4 only	CC:3		D29
ENC1	ectodermal-neural cortex (with BTB-like domain)	v4 only	CC:3	NRPB	PIG10, ENC-1, TP53I10, KLHL37
EP400	E1A binding protein p400	v4 only	CC:3	TNRC12	CAGH32, KIAA1498, P400, KIAA1818, DKFZP434I225
EPC1	enhancer of polycomb homolog 1 (Drosophila)	v4 only	CC:3		Epl1
ERCC2	excision repair cross-complementing rodent repair deficiency, complementation group 2	v4 only	CC:3	XPD	MAG, EM9, MGC102762, MGC126218, MGC126219
ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	v4 only	CC:3		XPB, BTF2, RAD25, TFIIH, GTF2H
ERCC8	excision repair cross-complementing rodent repair deficiency, complementation group 8	v4 only	CC:3	CKN1	CSA
ERGIC2	ERGIC and golgi 2	v4 only	CC:3		PTX1, Erv41
EWSR1	Ewing sarcoma breakpoint region 1	v4 only	CC:3		EWS
EYA1	eyes absent homolog 1 (Drosophila)	v4 only	CC:3	BOR	
EYA2	eyes absent homolog 2 (Drosophila)	v4 only	CC:3		EAB1
EYA3	eyes absent homolog 3 (Drosophila)	v4 only	CC:3		DKFZp686C132
EYA4	eyes absent homolog 4 (Drosophila)	v4 only	CC:3	DFNA10, CMD1J	
EZH1	enhancer of zeste homolog 1 (Drosophila)	v4 only	CC:3		KIAA0388, KMT6B
EZH2	enhancer of zeste homolog 2 (Drosophila)	v4 only	CC:3		EZH1, ENX-1, KMT6, KMT6A
F2	coagulation factor II (thrombin)	v4 only	CC:3		
FABP4	fatty acid binding protein 4, adipocyte	v4 only	CC:3		A-FABP, aP2
FAM20C	family with sequence similarity 20, member C	v4 only	CC:3		IMAGE:4942737, DKFZp547D065, DMP4
FAM48A	family with sequence similarity 48, member A	v4 only	CC:3	C13orf19	bA421P11.4, P38IP
FEM1A	fem-1 homolog a (C. elegans)	v4 only	CC:3		
FHL1	four and a half LIM domains 1	v4 only	CC:3		SLIM1, KYO-T, bA535K18.1, FHL1B, XMPMA, FLH1A, MGC111107
FHL2	four and a half LIM domains 2	v4 only	CC:3		SLIM3, DRAL
FHL5	four and a half LIM domains 5	v4 only	CC:3		FLJ33049, ACT, dJ393D12.2
FLJ46838	FLJ46838 protein	v4 only	CC:3	NA	NA
FMNL2	formin-like 2	v4 only	CC:3	FHOD2	KIAA1902
FOXD4L2	forkhead box D4-like 2	v4 only	CC:3		OTTHUMG00000066752
FUBP3	far upstream element (FUSE) binding protein 3	v4 only	CC:3	FBP3	
GCM2	glial cells missing homolog 2 (Drosophila)	v4 only	CC:3	GCMB	hGCMb
GFI1	growth factor independent 1 transcription repressor	v4 only	CC:3	ZNF163	
GFI1B	growth factor independent 1B transcription repressor	v4 only	CC:3		
GLI4	GLI family zinc finger 4	v4 only	CC:3		HKR4, ZNF928
GLIS1	GLIS family zinc finger 1	v4 only	CC:3		FLJ36155
GLIS2	GLIS family zinc finger 2	v4 only	CC:3		NPHP7
GREB1	growth regulation by estrogen in breast cancer 1	v4 only	CC:3		KIAA0575
GRHL1	grainyhead-like 1 (Drosophila)	v4 only	CC:3	TFCP2L2	LBP-32, MGR
GRHL2	grainyhead-like 2 (Drosophila)	v4 only	CC:3	DFNA28, TFCP2L3	FLJ13782, BOM
GRHL3	grainyhead-like 3 (Drosophila)	v4 only	CC:3	TFCP2L4	SOM
GRLF1	glucocorticoid receptor DNA binding factor 1	v4 only	CC:3	NA	NA
GSK3A	glycogen synthase kinase 3 alpha	v4 only	CC:3		
HDAC10	histone deacetylase 10	v4 only	CC:3		DKFZP761B039
HDAC4	histone deacetylase 4	v4 only	CC:3		KIAA0288, HDAC-A, HDACA, HD4, HA6116, HDAC-4
HDAC5	histone deacetylase 5	v4 only	CC:3		KIAA0600, NY-CO-9, FLJ90614
HDAC6	histone deacetylase 6	v4 only	CC:3		KIAA0901, JM21, HD6, FLJ16239
HDAC8	histone deacetylase 8	v4 only	CC:3	HDACL1	RPD3
HDAC9	histone deacetylase 9	v4 only	CC:3		KIAA0744, HDAC, MITR, HD7, HDAC7B
HES1	hairy and enhancer of split 1, (Drosophila)	v4 only	CC:3	HRY	FLJ20408, HES-1, Hes1, bHLHb39
HES2	hairy and enhancer of split 2 (Drosophila)	v4 only	CC:3		bHLHb40
HES4	hairy and enhancer of split 4 (Drosophila)	v4 only	CC:3		bHLHb42
HES7	hairy and enhancer of split 7 (Drosophila)	v4 only	CC:3		bHLHb37
HEXIM1	hexamethylene bis-acetamide inducible 1	v4 only	CC:3		CLP-1, HIS1, MAQ1, EDG1
HEXIM2	hexamthylene bis-acetamide inducible 2	v4 only	CC:3		FLJ32384
HIC2	hypermethylated in cancer 2	v4 only	CC:3		KIAA1020, HRG22, ZBTB30, ZNF907
HIPK2	homeodomain interacting protein kinase 2	v4 only	CC:3		
HIVEP1	human immunodeficiency virus type I enhancer binding protein 1	v4 only	CC:3	ZNF40	CIRIP, MBP-1, CRYBP1, PRDII-BF1, ZAS1, Schnurri-1, ZNF40A
HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	v4 only	CC:3		MBP-2, HIV-EP2, MIBP1, ZAS2, Schnurri-2, ZNF40B
HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	v4 only	CC:3		KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C
HKR1	GLI-Kruppel family member HKR1	v4 only	CC:3		ZNF875
HMGA2	high mobility group AT-hook 2	v4 only	CC:3	HMGIC	BABL, LIPO
HMGB1	high-mobility group box 1	v4 only	CC:3	HMG1	HMG3, SBP-1, DKFZp686A04236
HMGB3	high-mobility group box 3	v4 only	CC:3	HMG4	HMG2A, MGC90319
HMGN2	high-mobility group nucleosomal binding domain 2	v4 only	CC:3	HMG17	
HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	v4 only	CC:3	AUF1, HNRPD	
HPCA	hippocalcin	v4 only	CC:3		
HPCAL1	hippocalcin-like 1	v4 only	CC:3		BDR1, HLP2, VILIP-3
HSBP1	heat shock factor binding protein 1	v4 only	CC:3		
ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	v4 only	CC:3		dJ857M17.1.2, bHLHb24
ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	v4 only	CC:3		GIG8, bHLHb26
ID2B	inhibitor of DNA binding 2B, dominant negative helix-loop-helix protein (pseudogene)	v4 only	CC:3		
ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	v4 only	CC:3		HEIR-1, bHLHb25
ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	v4 only	CC:3		bHLHb27
IER2	immediate early response 2	v4 only	CC:3		ETR101
IFI16	interferon, gamma-inducible protein 16	v4 only	CC:3		IFNGIP1, PYHIN2
IFT172	intraflagellar transport 172 homolog (Chlamydomonas)	v4 only	CC:3		SLB, wim, osm-1
IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	v4 only	CC:3		IKK2, NFKBIKB, IKK-beta, IKKB
IL31RA	interleukin 31 receptor A	v4 only	CC:3		CRL3, GLM-R, CRL, Glmr, IL-31RA
ILF3	interleukin enhancer binding factor 3, 90kDa	v4 only	CC:3		NF90, MPHOSPH4, MPP4, DRBP76, NFAR-1
ILK	integrin-linked kinase	v4 only	CC:3		
ING2	inhibitor of growth family, member 2	v4 only	CC:3	ING1L	p33ING2
INSM1	insulinoma-associated 1	v4 only	CC:3		IA-1
INSM2	insulinoma-associated 2	v4 only	CC:3		IA-6
INTS4	integrator complex subunit 4	v4 only	CC:3		INT4, MGC16733, MST093
IRAK1	interleukin-1 receptor-associated kinase 1	v4 only	CC:3		IRAK, pelle
IVNS1ABP	influenza virus NS1A binding protein	v4 only	CC:3		NS1-BP, HSPC068, NS-1, KIAA0850, ND1, KLHL39
JARID2	jumonji, AT rich interactive domain 2	v4 only	CC:3	JMJ	
JMJD1C	jumonji domain containing 1C	v4 only	CC:3	TRIP8	DKFZp761F0118, KIAA1380, FLJ14374
JMJD4	jumonji domain containing 4	v4 only	CC:3		FLJ12517
KBTBD10	kelch repeat and BTB (POZ) domain containing 10	v4 only	CC:3		SARCOSIN
KBTBD5	kelch repeat and BTB (POZ) domain containing 5	v4 only	CC:3		SRYP
KBTBD7	kelch repeat and BTB (POZ) domain containing 7	v4 only	CC:3		DKFZP434E2318
KCNIP1	Kv channel interacting protein 1	v4 only	CC:3		KCHIP1
KCNIP2	Kv channel interacting protein 2	v4 only	CC:3		KCHIP2
KCNIP3	Kv channel interacting protein 3, calsenilin	v4 only	CC:3	CSEN	DREAM, KCHIP3, calsenilin
KCNIP4	Kv channel interacting protein 4	v4 only	CC:3		CALP, KCHIP4, MGC44947
KDM4A	lysine (K)-specific demethylase 4A	v4 only	CC:3	JMJD2, JMJD2A	KIAA0677, JHDM3A
KEAP1	kelch-like ECH-associated protein 1	v4 only	CC:3		KIAA0132, MGC10630, MGC1114, MGC20887, MGC4407, MGC9454, INrf2, KLHL19
KHDRBS1	KH domain containing, RNA binding, signal transduction associated 1	v4 only	CC:3		Sam68, p62, FLJ34027
KIAA0040	KIAA0040	v4 only	CC:3		
KLF14	Kruppel-like factor 14	v4 only	CC:3		BTEB5
KLF8	Kruppel-like factor 8	v4 only	CC:3		BKLF3, ZNF741, DXS741
KLHDC5	kelch domain containing 5	v4 only	CC:3		KIAA1340, Ctb9
KLHL1	kelch-like 1 (Drosophila)	v4 only	CC:3		KIAA1490, MRP2, FLJ30047
KLHL12	kelch-like 12 (Drosophila)	v4 only	CC:3		C3IP1
KLHL13	kelch-like 13 (Drosophila)	v4 only	CC:3	BKLHD2, KIAA1309	FLJ10262
KLHL14	kelch-like 14 (Drosophila)	v4 only	CC:3		KIAA1384
KLHL21	kelch-like 21 (Drosophila)	v4 only	CC:3		KIAA0469
KLHL25	kelch-like 25 (Drosophila)	v4 only	CC:3		FLJ12587, ENC2, ENC-2
KLHL26	kelch-like 26 (Drosophila)	v4 only	CC:3		
KLHL4	kelch-like 4 (Drosophila)	v4 only	CC:3		KIAA1687, DKELCHL, KHL4
KLHL5	kelch-like 5 (Drosophila)	v4 only	CC:3		
KLHL6	kelch-like 6 (Drosophila)	v4 only	CC:3		FLJ00029
KLHL8	kelch-like 8 (Drosophila)	v4 only	CC:3		KIAA1378
L3MBTL2	l(3)mbt-like 2 (Drosophila)	v4 only	CC:3		H-l(3)mbt-l, DKFZP761I141, dJ756G23.3
L3MBTL3	l(3)mbt-like 3 (Drosophila)	v4 only	CC:3		KIAA1798
LARP1	La ribonucleoprotein domain family, member 1	v4 only	CC:3		LARP, KIAA0731, MGC19556
LAS1L	LAS1-like (S. cerevisiae)	v4 only	CC:3		FLJ12525
LDB1	LIM domain binding 1	v4 only	CC:3		NLI, CLIM2
LDB2	LIM domain binding 2	v4 only	CC:3		CLIM1, LDB1
LDOC1	leucine zipper, down-regulated in cancer 1	v4 only	CC:3	BCUR1	Mar7, Mart7
LIMA1	LIM domain and actin binding 1	v4 only	CC:3		EPLIN
LIN28	lin-28 homolog (C. elegans)	v4 only	CC:3	NA	NA
LMO2	LIM domain only 2 (rhombotin-like 1)	v4 only	CC:3	RBTNL1	TTG2, RHOM2, RBTN2
LMO3	LIM domain only 3 (rhombotin-like 2)	v4 only	CC:3	RBTNL2	Rhom-3, DAT1
LMO7	LIM domain 7	v4 only	CC:3	FBXO20	FBX20, KIAA0858
LOC151162	hypothetical LOC151162	v4 only	CC:3	NA	NA
LOC441056	double homeobox, 4-like	v4 only	CC:3	NA	NA
LOC643313	similar to hypothetical protein LOC284701	v4 only	CC:3	NA	NA
LOC729991-MEF2B	LOC729991-MEF2B readthrough transcript	v4 only	CC:3	NA	NA
LRCH4	leucine-rich repeats and calponin homology (CH) domain containing 4	v4 only	CC:3	LRN, LRRN1	
LRRC14	leucine rich repeat containing 14	v4 only	CC:3		KIAA0014, LRRC14A
LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	v4 only	CC:3		FLAP-1, FLIIAP1, TRIP, GCF-2, HUFI-1
LSR	lipolysis stimulated lipoprotein receptor	v4 only	CC:3		LISCH7, ILDR3
LYL1	lymphoblastic leukemia derived sequence 1	v4 only	CC:3		bHLHa18
MAML3	mastermind-like 3 (Drosophila)	v4 only	CC:3	TNRC3	KIAA1816, MAM2, CAGH3, GDN
MANSC1	MANSC domain containing 1	v4 only	CC:3		FLJ10298, LOH12CR3
MAP3K8	mitogen-activated protein kinase kinase kinase 8	v4 only	CC:3	COT, ESTF	Tpl-2, EST, c-COT, MEKK8
MAPK8IP1	mitogen-activated protein kinase 8 interacting protein 1	v4 only	CC:3	PRKM8IP	IB1, JIP-1, JIP1
MBD2	methyl-CpG binding domain protein 2	v4 only	CC:3		
MECP2	methyl CpG binding protein 2 (Rett syndrome)	v4 only	CC:3	RTT, MRX16, MRX79	
MED12	mediator complex subunit 12	v4 only	CC:3	TNRC11, FGS1	CAGH45, HOPA, OPA1, TRAP230, KIAA0192, OKS
MED24	mediator complex subunit 24	v4 only	CC:3	THRAP4, CRSP4	TRAP100, KIAA0130, DRIP100, CRSP100
MED30	mediator complex subunit 30	v4 only	CC:3	THRAP6	TRAP25
MED31	mediator complex subunit 31	v4 only	CC:3		CGI-125, Soh1
MED4	mediator complex subunit 4	v4 only	CC:3	VDRIP	HSPC126, DRIP36, TRAP36
MEFV	Mediterranean fever	v4 only	CC:3	MEF	FMF, TRIM20
METTL3	methyltransferase like 3	v4 only	CC:3		Spo8, M6A
MFSD3	major facilitator superfamily domain containing 3	v4 only	CC:3		
MID1	midline 1 (Opitz/BBB syndrome)	v4 only	CC:3		OS, FXY, TRIM18, RNF59
MID2	midline 2	v4 only	CC:3		FXY2, TRIM1, RNF60
MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)	v4 only	CC:3		hMI-ER1, MI-ER1, KIAA1610
MIER3	mesoderm induction early response 1, family member 3	v4 only	CC:3		FLJ35954, DKFZp686L09111, DKFZp781I1119
MKL2	MKL/myocardin-like 2	v4 only	CC:3		MRTF-B, FLJ31823
MLL2	myeloid/lymphoid or mixed-lineage leukemia 2	v4 only	CC:3	TNRC21	ALR, MLL4, CAGL114, KMT2D
MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	v4 only	CC:3		AF-9, AF9, YEATS3
MLLT4	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4	v4 only	CC:3		AF-6, AF6
MLLT6	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6	v4 only	CC:3		AF17, FLJ23480
MLXIP	MLX interacting protein	v4 only	CC:3		MONDOA, KIAA0867, MIR, bHLHe36
MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	v4 only	CC:3		MAT1, RNF66
MNDA	myeloid cell nuclear differentiation antigen	v4 only	CC:3		PYHIN3
MORF4	mortality factor 4	v4 only	CC:3	SEN, SEN1	
MORF4L1	mortality factor 4 like 1	v4 only	CC:3		MRG15, MORFRG15, HsT17725, Eaf3, MEAF3
MORF4L2	mortality factor 4 like 2	v4 only	CC:3		KIAA0026, MRGX
MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	v4 only	CC:3	DLG6	
MRPS5	mitochondrial ribosomal protein S5	v4 only	CC:3		MRP-S5, S5mt
MXD3	MAX dimerization protein 3	v4 only	CC:3		MAD3, bHLHc13
MXD4	MAX dimerization protein 4	v4 only	CC:3		MAD4, MSTP149, MST149, bHLHc12
MXI1	MAX interactor 1	v4 only	CC:3		MXD2, MAD2, MXI, bHLHc11
MYB	v-myb myeloblastosis viral oncogene homolog (avian)	v4 only	CC:3		c-myb
MYBBP1A	MYB binding protein (P160) 1a	v4 only	CC:3		P160, PAP2, FLJ37886
MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	v4 only	CC:3		AMYB, A-myb
MYCBP	c-myc binding protein	v4 only	CC:3		AMY-1
MYEF2	myelin expression factor 2	v4 only	CC:3		MEF-2, FLJ11213, KIAA1341, HsT18564
MYST3	MYST histone acetyltransferase (monocytic leukemia) 3	v4 only	CC:3	NA	NA
MYST4	MYST histone acetyltransferase (monocytic leukemia) 4	v4 only	CC:3	NA	NA
NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	v4 only	CC:3		
NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	v4 only	CC:3		MADER
NAT14	N-acetyltransferase 14 (GCN5-related, putative)	v4 only	CC:3		KLP1
NCALD	neurocalcin delta	v4 only	CC:3		
NCOA1	nuclear receptor coactivator 1	v4 only	CC:3		SRC1, F-SRC-1, NCoA-1, KAT13A, RIP160, bHLHe74
NCOA2	nuclear receptor coactivator 2	v4 only	CC:3		TIF2, GRIP1, NCoA-2, KAT13C, bHLHe75
NCOA3	nuclear receptor coactivator 3	v4 only	CC:3		RAC3, AIB1, ACTR, p/CIP, TRAM-1, CAGH16, TNRC16, KAT13B, bHLHe42, SRC-3, SRC3
NCOA4	nuclear receptor coactivator 4	v4 only	CC:3		ARA70, RFG, ELE1, PTC3, DKFZp762E1112
NCOA6	nuclear receptor coactivator 6	v4 only	CC:3		KIAA0181, RAP250, ASC2, AIB3, PRIP, TRBP, NRC
NCOR1	nuclear receptor co-repressor 1	v4 only	CC:3		N-CoR, hCIT529I10, TRAC1, hN-CoR, KIAA1047, MGC104216
NCOR2	nuclear receptor co-repressor 2	v4 only	CC:3		SMRT, SMRTE, TRAC-1, CTG26, TNRC14
NEUROD4	neurogenic differentiation 4	v4 only	CC:3		Atoh3, ATH-3, MATH-3, bHLHa4
NEUROD6	neurogenic differentiation 6	v4 only	CC:3		Atoh2, NEX1M, Math-2, bHLHa2
NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	v4 only	CC:3	NFKBI	IKBA, MAD-3, IkappaBalpha
NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	v4 only	CC:3		IKBB, TRIP9
NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	v4 only	CC:3		IKBE
NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	v4 only	CC:3	NFKBIL	IKBL
NFKBIL2	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 2	v4 only	CC:3	NA	NA
NFRKB	nuclear factor related to kappaB binding protein	v4 only	CC:3		DKFZp547B2013, INO80G
NHLH1	nescient helix loop helix 1	v4 only	CC:3	HEN1	NSCL, NSCL1, bHLHa35
NHLH2	nescient helix loop helix 2	v4 only	CC:3	HEN2	NSCL2, bHLHa34
NKRF	NFKB repressing factor	v4 only	CC:3		ITBA4, NRF
NME2	non-metastatic cells 2, protein (NM23B) expressed in	v4 only	CC:3		NM23-H2
NMI	N-myc (and STAT) interactor	v4 only	CC:3		
NMRAL1	NmrA-like family domain containing 1	v4 only	CC:3		FLJ25918, HSCARG, SDR48A1
NOTCH2	Notch homolog 2 (Drosophila)	v4 only	CC:3		
NPAS3	neuronal PAS domain protein 3	v4 only	CC:3		MOP6, PASD6, bHLHe12
NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	v4 only	CC:3		B23, NPM
NRF1	nuclear respiratory factor 1	v4 only	CC:3		EWG, ALPHA-PAL
NRIP1	nuclear receptor interacting protein 1	v4 only	CC:3		RIP140
NSD1	nuclear receptor binding SET domain protein 1	v4 only	CC:3	STO	ARA267, FLJ22263, KMT3B
NT5C	5', 3'-nucleotidase, cytosolic	v4 only	CC:3	UMPH2	DNT1, DNT-1, PN-I, cdN, dNT-1
NUFIP2	nuclear fragile X mental retardation protein interacting protein 2	v4 only	CC:3		KIAA1321, MGC117262, PIG1, 182-FIP, FIP-82, 82-FIP
OPA1	optic atrophy 1 (autosomal dominant)	v4 only	CC:3		NTG, KIAA0567, FLJ12460, NPG, MGM1
OPTN	optineurin	v4 only	CC:3	GLC1E	FIP2, HYPL, TFIIIA-INTP, NRP, HIP7
OSR1	odd-skipped related 1 (Drosophila)	v4 only	CC:3	ODD	
OSR2	odd-skipped related 2 (Drosophila)	v4 only	CC:3		FLJ90037
OVOL1	ovo-like 1(Drosophila)	v4 only	CC:3		
