#symbol	mEpi_Sorted_d0	mEpi_d1	mEpi_d2	mEpi_d3	mEpi_d4	mEpi_d5	mEpi_d6	mEpi_d7	mEpi_d8	mEpi_d10	mEpi_d12	mEpi_d14	mEpi_d16	mEpi_d18	mEpi_d20	mEpi_d21
2310030G06Rik	8.15	4.36	3.63	8.2	4.51	3.9	0	0	0	1.02	2.43	2.34	0.82	2.88	3.6	6.69
2310033P09Rik	24.29	31.59	12.62	18.48	17.44	20.32	23.62	21.01	9.59	8.91	11.74	9.05	15.04	14.61	15.64	16.16
2310035C23Rik	18.39	24.17	19.72	19.38	23.12	31.81	45.76	45.79	50.11	61.21	75.55	48.17	43.81	51.7	35.09	34.54
2310036O22Rik	211.98	194	211.13	88.31	212.39	259.44	219.05	258.97	135.69	198.62	129.77	102.02	149.66	168.95	142.84	185.66
2310039H08Rik	7.74	2.36	11.81	7.41	15.9	16.47	1.66	3.79	10.28	34.99	13.84	11.43	25.32	10.54	20.49	16.32
2310042D19Rik	0	0	0	0	0.24	0	0.33	1.19	1.73	0.65	0.78	3.36	0.26	1.61	0	1.33
2310044G17Rik	29.05	41.5	54.05	44.94	33.96	45.66	48.45	55.03	51.55	93.42	67.59	66.19	69.09	65.67	50.58	47.01
2310045N01Rik	27.38	19.15	5.63	14.12	24.48	31.39	36.32	36.11	25.18	50.8	15.07	30.86	27.94	30.13	26.49	27.22
2310047M10Rik	3.72	8.96	26.86	15.6	28.86	25.09	13.96	14.9	16.08	15.44	26.64	19.26	23.02	23.68	32.67	22.35
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	13.23	13.73	19.79	15.71	28.45	19.93	26.64	22.46	15.06	22.22	25.69	20.2	16.41	18.82	14.01	17.21
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	19.57	16.74	39.72	13.12	14.44	22.44	8.8	35.04	20.79	27.53	32.66	38.24	32.25	40.09	57	48.17
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310067B10Rik	15.14	10.18	25.84	23.43	29.19	22.36	36.5	28.35	19.27	23.76	17.02	15.33	11.1	16.86	14.87	12.1
2310079G19Rik	0	0	0	1.3	0	0	5.81	0	0	0	0	0	0	0	0	0
2410002F23Rik	32.61	34.81	42.25	33.03	53.34	44.73	63.3	53.24	47.87	74.57	55.49	68.16	48.83	44.8	39.18	34.34
2410004B18Rik	33.15	65.1	53.42	45.17	57.15	45.49	51.35	46.59	71.47	107.33	89.43	81.5	98.96	72.57	56.85	56.19
2410004P03Rik	2.8	3.49	0.5	0.63	3.9	2.92	0	0.34	0	2.11	1.66	8.04	20.26	41.53	36.45	61.45
2410012M07Rik	0	0	0	0	0	0	0	0	0	0	0.82	0	0.7	0	0	0
2410015M20Rik	29.44	31.49	13.31	18.22	23.81	29.86	6.79	24.59	0	15.36	6.08	25.37	64.18	61.2	50.98	47.39
2410016O06Rik	19.25	35.07	38.08	43.97	27.22	19.21	26.73	22.82	15.63	17.73	15.94	14.75	8.6	13.22	15.1	10.09
2410018M08Rik	5.78	2.57	4.9	3.4	1.92	2.92	0	4.9	15.67	1.29	5.18	16.6	1.57	6.3	3.36	2.61
2410066E13Rik	10.8	4.2	9.97	2.63	19.02	27.02	80.25	70.7	106.95	196.87	197.56	204.78	184.71	195.61	157.29	160.73
2410076I21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19	0	3.65
2410089E03Rik	17.83	16.53	15.24	9.46	13.86	16.63	15.81	18.02	8.84	17.32	20.41	13.94	13.67	17.22	12.38	16.39
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	2.1	0	2.58	0	0
2410127L17Rik	81.33	176.96	116.85	146.1	62.09	42.27	61.88	36.63	26.08	22.35	10.75	21.41	22.71	22.93	25.93	33.04
2410131K14Rik	19.81	23.48	15.65	15.76	22.27	21.07	24.94	30.77	18.49	24.29	18.14	26.75	29.36	35.25	19.05	30.64
2410137M14Rik	0	0	0	0	0	0	0	0	0	0	0	0	3.56	0	0	0
2410141K09Rik	0	0	3.51	11.01	0	5.55	0	0	0	2.48	0	0	0	0	0	0
2510002D24Rik	13.38	4.94	4.93	8.79	3.12	12.46	17.42	5.97	8.12	7.78	19.53	13.73	28.62	7.7	14.85	17.88
2510003E04Rik	27.05	22.42	27.45	30.37	35.55	41.87	43.1	65.31	77.25	63.21	85.27	86.84	73.8	75.24	77.45	116.53
2510009E07Rik	1.45	4.31	11.7	8.42	16.22	13.85	21.01	29.63	39.57	42.5	48.96	49.68	35.15	43.86	38.69	35.28
2510039O18Rik	27.82	31.72	24.17	20.09	11.17	18.93	15.59	18.87	18.28	20.28	25.16	22.14	22.49	12.31	8.91	17.69
2510049J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0
2610002J02Rik	11.01	26.09	19.33	41.14	34.83	17.14	43.66	35.07	19.86	20.16	21.11	14.92	39.85	32.52	30.21	30.02
2610002M06Rik	11.38	7.3	6.23	13.16	8.03	7.99	16.43	13.82	21.54	33.46	47.08	35.31	43.92	51.41	37.68	35.55
2610008E11Rik	25.39	37.47	40.59	52.25	39.65	55.3	67.89	85.72	109.82	96.74	78.51	60.39	59.1	41.09	35.97	22.77
2610015P09Rik	13.49	5.14	6.6	6.13	7.34	5.24	6.17	1.57	0	4.83	4.5	5.52	5.79	8.73	12.11	7.88
2610018G03Rik	29.99	12.24	8.07	8.6	7.1	4.2	4.12	0.79	0	1.38	1.23	2.76	2.48	0.24	0.61	6.2
2610020H08Rik	14.6	4.93	8.52	10.29	12.1	8.65	11.35	10.2	1.7	3.81	5.34	9.48	6.12	7.98	8.88	6.68
2610028H24Rik	2.7	0.55	0.58	1.69	0	1.38	0	0.59	0	0	0	0.92	0.62	1.07	0.68	2.52
2610034B18Rik	11.76	17.68	22.37	31.52	50.01	63.19	66.11	41.57	31.23	40.99	37.45	62.06	51.83	74.36	71.02	76.42
2610034M16Rik	0	1.49	2.98	1.87	5.96	1.83	5.08	2.51	1.85	0	0	0	0.48	0	2.38	0
2610044O15Rik8	64.93	47.71	22.72	115.55	26.73	34.59	64.61	64.55	96.21	126.39	79.39	101.12	55.27	42.79	27.38	16.98
2610301B20Rik	18.2	5.92	5.92	18.57	21.46	19.51	21.95	27.58	12.09	33.4	31.14	40.24	24.33	41.09	31.96	36.04
2610305D13Rik	5.64	8.95	0.93	8.1	2.03	2.66	0	2.23	1.3	6.46	4.92	4.48	7.48	3.59	0	1.21
2610318N02Rik	62.69	54.93	117.58	153.8	112.95	78.23	74.02	48.02	37.21	6.03	4.77	2.3	4.02	2.12	0.88	0
2610507B11Rik	85.79	67.45	93.45	61.47	78.78	69.21	52.54	58.4	31.42	53.15	42.7	48.08	44.94	60.06	55.25	78.82
2610524H06Rik	110.27	118.92	115.07	166.86	149.69	153.64	133.14	207.85	150.48	208.13	212.94	225.72	264.94	287.92	208.91	205.88
2610528A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610528J11Rik	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	1.09
2700029M09Rik	250.36	160.06	221.27	261.49	186.05	172.63	184.01	163.75	137.55	127.25	123.05	106.36	89.81	119.51	103.37	122.22
2700049A03Rik	34.32	26.19	19.87	25.34	20.75	19.59	21.99	19.7	17.67	14.59	9.73	17.98	10.57	11.53	9.21	5.4
2700050L05Rik	28.97	22.79	15.56	25.07	24.09	15.29	20.23	27.68	19.55	15.48	25.22	14	16.45	13.81	10.76	8.3
2700060E02Rik	148.71	141.78	141.63	213.57	157.83	149.45	247.26	198.63	245.65	131.84	101.61	123.85	106.8	87.95	74.49	77.47
2700062C07Rik	10.59	20.04	17.41	12.01	10.82	13.08	34.21	18.62	14.07	35.62	24.77	21.06	26.53	10.36	16.18	19.05
2700073G19Rik	7.33	3.46	0.98	0	9.02	2.83	3.8	5.18	0	0	0	0	0	0	0	0
2700081O15Rik	23.34	19.43	17.63	16.99	49.08	82.96	107	152.05	114.49	121.89	67.39	54.31	41.21	29.87	24.5	37.14
2700089E24Rik	89.26	83.36	98.93	106.27	141.2	177.97	169.32	209.75	273.44	304.81	349.67	336.43	276.25	251.31	206.84	233.27
2700094K13Rik	168.67	215.37	177.42	187.58	261.96	211.41	156.88	161.41	132.01	134.05	93.55	56.35	91.46	60.97	69.26	49.89
2700097O09Rik	26.8	17.2	18.82	17.45	20.34	15.8	8.04	13.13	28.25	5.77	26.02	9.24	18.47	14.61	17.24	12.25
2810004N23Rik	134.09	76.22	106.79	96.42	80.96	60.8	48.45	78.02	56.67	42.27	42.51	33.62	32.34	45.86	40.35	21.76
2810006K23Rik	74.03	35.48	57.54	66.5	53.06	53.31	56.74	57.82	43.08	31.9	42.92	57.02	23.82	37.52	30.99	30.62
2810007J24Rik	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0
2810021J22Rik	8.04	2.42	4	7.51	13.83	8.4	10.66	10.58	12.59	14.17	15.8	6.31	6.6	8.59	3.71	5.95
2810403A07Rik	81.24	97.6	84.12	94	69.6	95.07	108.07	113.2	124.55	127.09	115.46	76.73	60.06	50.42	29.84	28.42
2810408A11Rik	11.27	10.41	4.38	10.3	9.64	11.75	17.67	12.88	23.81	6.18	6.41	10.59	1.24	2.71	0	1.89
2810408M09Rik	39.02	40.85	64.65	58.85	61.52	71.65	50.05	59.11	40.75	59.79	54.13	43.52	54.49	69.34	49.29	51.36
2810417H13Rik	268.36	337.89	370.01	470.17	321.48	274.66	253.97	150.4	141.01	56.96	48.76	62.34	49.41	30.84	15.41	20.47
2810428I15Rik	26.86	35.57	16.4	20.58	24.07	26.4	26.86	35.09	15.29	28.93	29.75	44.1	43.2	59.65	47.43	75.58
2810459M11Rik	3.25	0.8	3.21	2.01	1.39	0	0	1.72	0.67	7.55	21.94	57.46	51.42	53.3	32.16	38.83
2810474O19Rik	60.67	80.57	33.01	28.06	36.74	39.95	37.33	30.81	25.86	23.66	14.22	27.91	20.36	16.01	18.27	42.53
2900011O08Rik	0.35	10.46	2.24	2.34	15.46	22.02	23.06	47.1	54.74	79.5	96.19	96.92	124.24	124.72	115.15	101.02
2900026A02Rik	12.36	7.68	11.32	6.43	9.53	6.38	8.17	6.15	0.97	7.87	7.22	14.47	5.44	12.34	14.35	16.42
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3010026O09Rik	3.7	6.33	13.45	2.98	16.39	11.04	16.78	13.54	9.83	16.74	21.19	20.42	16.07	21.18	20.59	11.85
3110001I22Rik	4.05	4.67	0.54	3.27	11.03	9.31	10.64	6.41	9.07	11.37	0	2.52	4.53	4.43	2.01	0
3110002H16Rik	17.7	26.81	8.24	13.44	15.8	16.36	11.57	26.01	26.13	19.19	20.7	17.95	31.63	13.9	22.98	14.72
3110007F17Rik	8.17	7.33	6.88	21.83	11.62	11.11	29.63	44.53	37.86	27.53	38.32	39.96	6.6	9.96	6.45	8.24
3110009E18Rik	0	9.54	1.91	7.17	1.97	0	0	4.08	0	13.45	0	0	0	7.56	0	0
3110021N24Rik	0.93	0	0	1.86	0	0	0.69	1.06	0	0	0	0	0	0	0	0
3110035E14Rik	0.26	0	0.55	0.69	26.93	34.06	108.31	173.87	235.75	108.11	139.7	128.45	84.31	128.1	113.94	91.73
3110040N11Rik	29.73	34.88	38.94	29.57	46.71	61.59	28.77	21.92	39.5	23.14	27.45	23.14	51.84	42.69	67.19	40.14
3110043O21Rik	11.23	17.88	20.37	23.81	22.84	32.64	37.6	55.23	42.33	90.96	76.14	77.88	63.94	54.25	57.06	38.58
3110047P20Rik	0	0	0	0.68	0.79	0.58	1.22	2.9	2.29	7.03	6.71	9.78	6.97	8.91	13.29	7.11
3110052M02Rik	6.54	4.56	6.77	15.12	6.14	9.03	18.35	18.89	26.7	24.79	8.16	27.84	15.99	9.68	15.17	10.5
3110057O12Rik	2.39	4.2	5.43	18.36	4.77	3.65	11.09	8.44	21.58	10.78	13.69	15.8	18.11	14.5	5.82	6.93
3110062M04Rik	2.76	4.29	2.95	2.02	2.22	4.89	2.92	5.91	3	3.78	3.24	1.3	2.12	1.44	1.66	0
3110079O15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110082I17Rik	64.05	72.36	70.55	80.59	62.06	36.49	38.28	31.25	12.59	10.23	13.88	16.31	16.42	19.27	20.4	23.25
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3300002I08Rik	6.64	10.61	9.11	9.92	1.83	16.28	19.33	18.06	45.74	17.74	12.31	21.44	21.28	9.93	10.81	10.58
3425401B19Rik	0.41	0	0	0.63	0	0	0	0	0	0	0	0	0	0.16	0	0.18
3632451O06Rik	17.49	13.56	17.25	30.31	19.96	17.59	23.42	19.99	12.87	23.12	25.03	22.26	31.48	21.96	34.56	25.83
3830403N18Rik	4.98	0.89	0	1.11	0.92	0	0	0	0	0	0	4.29	0	2.64	0	0
3830406C13Rik	2.08	5.48	4.07	5.43	9.34	3.17	15.57	9.49	8.27	25.83	31.46	32.21	25.87	26.52	27.95	26.41
3830417A13Rik	4.07	5.99	2.18	3.41	0	0	3.06	1.75	0	0	0	0	0	0	0	0
4430402I18Rik	0	0	0	0	0	0.89	0	0	0	0	0	0	0	4.12	4.12	1.44
4632428N05Rik	2.75	1.47	1.28	2.99	2.09	0.59	1.29	0.98	1.14	1.55	1.54	5.03	6.01	2.37	5.46	3.17
4632434I11Rik	7.97	21.57	18.62	29.37	39.13	28.83	27.25	12.8	10.58	7.88	1.78	4.29	2.7	5.8	3.3	4.6
4732456N10Rik	0	0	0	0	0	0	0.49	0	0	2.49	0	0	0.8	0	0.44	0.41
4833403I15Rik	0	0	0	0	0	0	1.17	0	0	0	0.46	1.79	0.62	0	0	0
4833420G17Rik	60.37	28.12	48.9	41.34	38.44	52.11	58.9	75.31	79.77	57.25	51.09	50.35	22.7	20.29	20.63	19.98
4833423E24Rik	0	0	0	0	1.63	0	0	0	0	0	0	1.9	0	0	0	0
4833424O15Rik	0	0	1.07	1.35	4.22	2.07	0	2.52	6.94	15.14	28.37	33.23	45.28	40.22	44.14	44.49
4833427G06Rik	0	0	0	0	0	0	0	0	0	1.66	0	1.9	27.91	15.18	16.05	12.21
4833439L19Rik	95.49	83.04	94.72	110	107.79	137.37	146.23	173.99	128.49	145.94	161.08	182.66	136.08	153.53	168.74	160.52
4921501E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0	1.43	0	0	0	0	0	0	1.1	3.59
4921507P07Rik	0	0	0.75	0	0	2.42	2.11	1.59	4.2	2.12	7.55	0.61	0.42	0.75	1.4	0.87
4921509C19Rik	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.39
4921511H03Rik	0	0	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0
4921511M17Rik	0	0	0.23	0	0	0	0	0	0	0	0.77	0	0	0	0	0
4921517D22Rik	0.8	2.27	0.85	1.42	1.76	0.91	0	3.64	0.35	2.4	0	0.92	0.33	0.28	0	0
4921524J17Rik	67.96	147.07	124.96	149.75	84.56	84.58	56.89	59.01	96.58	156.48	102.71	127.14	85.77	93.24	59.3	68.09
4921524L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921530D09Rik	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921536K21Rik	5.63	2.07	3.79	3.03	3.93	2.96	2.07	2.58	5.57	1.95	0	4.43	2.72	5.81	2.14	8.5
4921539E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4922501C03Rik	27.03	13.21	17.77	11.73	19.12	17.64	15.35	18.04	9.61	13.11	13.69	15.17	10.16	11.36	6.72	11.36
4922501L14Rik	1.25	0	0	0	0	0.48	0	1.91	6.65	8.17	8.2	13.66	9.55	27.4	22.09	34.9
4922502D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4922505E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	1.77	2.34	0	0
4930402H24Rik	14.28	11.46	14.62	10.49	23.85	36.47	59.3	82.99	60.62	94.02	88.32	109.39	80.5	91.79	67.09	69.77
4930402K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930404N11Rik	0	0	0	0	5.49	0	0	0	0	0	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930412D23Rik	0	0	0	2.81	0	0	0	0	0	0	0	0	0	0	0	0
4930415F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930415O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	3.24	6.07	1.88
4930422G04Rik	21.33	13.87	15.62	12.96	10.44	11.49	6.89	6.6	5.01	3.91	2.11	5.49	2.84	1.12	1.4	1.45
4930427A07Rik	24.61	19.01	22.7	16.13	12.85	17.5	22.11	14.36	6.64	6.74	4.6	6.44	1.54	3.48	5.96	2.81
4930428D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930430F08Rik	14.86	16.26	32.86	27.8	13.01	12.28	16.07	11.06	10.1	20.32	30.29	24.42	20	25.27	25.63	39.56
4930432K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930432K21Rik	1.54	1.89	0	0.52	0	0.89	0	0	0	2.33	0.69	0	1.4	2.25	3.74	1.31
4930432M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930444G20Rik	0	1.01	0	2.54	0.53	0	1.42	0	0	0.71	1.69	2.25	0	0	0	0
4930444P10Rik	0	0	0	0	0	0	7.62	1.94	0	0	1.52	0	0	1.8	2.24	2.09
4930447A16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0.45	0	0	0	0	0	0	0.7	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930451C15Rik	3.42	0.9	1.26	7.81	0.87	2.39	6.17	9.46	0	1.8	11.86	17.89	17.02	29.54	52.37	56.98
4930451I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930452B06Rik	34.89	15.99	17.64	20.46	15.17	8.22	7.01	9.61	0	5.17	5.01	18.79	17.66	11.55	9.9	8.82
4930453N24Rik	24.78	27.23	23.18	24.77	39.04	32.66	45.66	41.2	27.38	35.37	23.91	22.75	19.33	13.22	10.45	15.24
4930467E23Rik	0	0	0	3.24	0	0.14	0	0	0	0	0	1.39	0	0	0	0
4930468A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930474N05Rik	0	0	0	1.36	0	0	0	3.48	0	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930486L24Rik	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930502E18Rik	0	0	1.26	3.16	0	0	0	0	0	1.78	2.11	0	0	0.63	0	0
4930503B20Rik	0	0	0.43	0.54	0	0	0	0.46	0	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	1.76	0	0	0	0	0	2.96	0	1.13	0	0.69	0	0
4930503L19Rik	30.67	35.14	34.72	33.78	23.04	24.71	29.57	24.62	19.88	9.36	11.75	14.47	7.04	6.19	6.77	7.19
4930504O13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930505A04Rik	0	2.01	0	0	0	0	0	0	0	0	0	1.62	2.27	0	2.49	0
4930506M07Rik	1.63	4.36	2.13	0	2.71	4.06	7.63	25.69	37.51	84.21	113.51	103.12	93.68	120.1	81.54	65.87
4930511M11Rik	2.01	0	5.16	43.91	0.52	0	9.57	32.32	10	0.75	35.22	47.4	0	0	1.32	0
4930513O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930523C07Rik	0	0.46	0.69	0	0	0	0	0	0	0	0	0.37	1.04	0.91	5.41	1.85
4930524B15Rik	0	0	0	0	0	0	0	0	0	0	0	0.72	2.53	0	0	0
4930524N10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930525M21RIK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930526D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930529M08Rik	1.08	0	1.15	0.72	1.19	0	0	3.69	0	0.81	0	3.71	5.2	8.56	7.84	6.63
4930538K18Rik	0	0	0.62	2.33	0	0	1.74	0	0	2.62	0	4	0	0.61	0	0
4930539E08Rik	2.23	0.79	1.68	1.68	1.81	0.68	1.13	0.97	0	1.92	3.64	6.68	7.66	10.64	7.74	5.74
4930544D05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0
4930546H06Rik	96.83	10.13	5.9	0	4.96	7.24	23.67	1.8	6.29	9.52	5.64	0	4.76	5.85	1.04	6.8
4930547C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930548H24Rik	1.54	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930550C14Rik	0	0.73	1.46	0	0	3.91	0	0	0	0	0	1.18	0	2.89	9.27	9.24
4930550L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97
4930555G01Rik	3.25	2.29	0	0	1.9	0	1.99	0.65	2.5	1.22	0	0	0.59	0	1.18	0
4930557A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558K02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930562C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77
4930564B18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930571K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930578C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930578I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930579G24Rik	36.35	43.57	51.26	69.67	47.32	46.24	22.03	22.2	16.13	17.72	29.11	30.7	15.64	14.16	6.26	4.75
4930590J08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930595M18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0
4931406B18Rik	0.04	0	0	0	0.63	0	0	0.35	0	0	0.83	0.36	0	0	0	0
4931406C07Rik	10.86	7.07	13.65	21.54	16.62	15.89	17.73	22.68	33.52	17.09	25.91	41.3	36.73	36.05	50.47	47.07
4931406P16Rik	26.95	23	29.41	25.95	18.53	20.55	19.35	24.74	10.85	22.04	19.74	27.96	27.14	25.07	20.88	35.64
4931408C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931409K22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931414P19Rik	5.49	5.53	5.87	3.03	3.94	15.94	4.36	8.13	12.45	2.44	7.51	3.34	4.29	5.48	12.84	4.77
4931417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931423N10Rik	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0	0
4931428F04Rik	21.2	11.29	20.2	14.97	22.62	43.68	63.62	94.99	106.43	134.94	137.1	94.89	72.79	67.19	44.44	32.17
4931429I11Rik	0	0	0	0	0	0	0	0	1.8	0.82	4.37	0.94	0	1.73	1.44	3.34
4931429L15Rik	2.04	0.38	0	0.62	0	1.72	0	1.41	0	0	0	0	0.6	1.88	0.32	0.51
4931431F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931440F15Rik	0	0	0	0	0.38	0	0	0.41	0	0	0	1.35	0	0	0	0
4931440L10Rik	0	0	0	0	0	0	0	0	0	1.87	0	0	0	0	0	0
4932411E22Rik	0	0	1.34	0.42	1.39	1.8	0	0.36	0	3.78	2.24	1.62	5.29	5.31	2.07	15.04
4932411N23Rik	0	0	0	2.46	0	0	0	0	2.13	0	0.82	1.19	0	0	0	0
4932414N04Rik	0.77	1.47	0.97	1.8	0.51	0	0	1.12	0	0	0	1.97	0	0.19	0.3	0.28
4932418E24Rik	1.85	0.28	0	0	0	0	0	0	0.7	1.2	0	0.91	0.96	1.12	1.05	0.98
4932429P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932438A13Rik	24.69	21.16	21.13	17.56	17.56	19.93	16.67	24.22	25.37	31	40.89	37.15	30.27	34.24	26.81	31.41
4932438H23Rik	0	0	0	1.38	0.76	0	0	0.78	2.74	2.07	2.46	9.46	11.59	9.09	8.63	6.89
4932443I19Rik	0	0	0	0	0	0	0	0	0	0	0	1.88	5.27	5.79	8.69	4.04
4933402D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	1.76
4933402E13Rik	1.3	0.46	0	0.58	0	0	0	0.5	0	0	0	1.5	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	2.08	0	0	0	0	0	0	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0	0	0	0	3.34	0	0	0	1.17	5.13	0.68
4933405L10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29
4933405O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406J08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933408B17Rik	6.02	1.51	0	0	0.78	3.25	0	2.83	11.29	2.13	2.53	1.22	0.85	1.5	0	0.87
4933409G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	3.01	0	0	0	0	0	0	0.69	0	0	0	0	1.45	0.64	0	0
4933411K20Rik	9.75	7.87	18.09	19.49	13.24	11.82	11.87	14.94	15.89	20.53	33.91	25.06	22.64	21.07	17.3	17.67
